OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,Age,ProportionPrincipalUseType,ProportionSecondaryUseType,ProportionThirdUseType,RiseType,AgeType,energies_sum,energy_ratio,SteamUseProportion,ElectricityProportion,NaturalGasProportion
85,NonResidential,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,Seattle,WA,98133.0,2426039059,5,NORTHWEST,47.72426,-122.35599,1970,1,2,93397,0,93397,Senior Care Community,Senior Care Community,93397.0,,,,,,1.0,175.6000061,181.6000061,311.5,320.0,16402563.0,16959754.0,0.0,5679498.0,10723064.0,Compliant,,609.1,6.52,53,1.0,,,Low,Old,16402562.0,0.999999939033918,0.0,0.35,0.65
86,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,Seattle,WA,98109.0,2467400430,7,LAKE UNION,47.61988,-122.33211,2008,1,6,84103,20732,63371,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,,,74.0,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499.0,0.0,2812688.0,893412.0,Compliant,,67.06,0.8,15,0.7534927410437202,0.2465072589562798,,Medium,Brand_new,3706100.0,0.9999999325436488,0.0,0.76,0.24
95,NonResidential,Hotel,Sorrento Hotel,900 Madison St.,Seattle,WA,98104.0,1979200270,3,EAST,47.60898,-122.32693,1908,1,7,76631,0,76631,Hotel,Hotel,76631.0,,,,,,71.0,94.69999695,94.59999847,172.0,171.6999969,7258758.5,7250730.5,0.0,2660742.0,4598016.0,Compliant,,262.75,3.43,115,1.0,,,Medium,Very_old,7258758.0,0.9999999311176974,0.0,0.37,0.63
96,NonResidential,Mixed Use Property,Central Seattle,921 Terry Ave.,Seattle,WA,98104.0,1979200290,3,EAST,47.60845,-122.32637,1983,1,6,99780,9341,90439,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,,204.5,207.3000031,505.7999878,504.2999878,15473117.0,15684371.0,5327802.5,10145313.0,0.0,Compliant,,481.97,4.83,40,0.40262577670875926,0.20914010823812387,0.17057526558428543,Medium,Modern,15473115.5,0.999999903057671,0.34,0.66,0.0
98,NonResidential,Retail Store,Firestone Store#012432,400 Westlake Ave N,Seattle,WA,98109.0,1983200230,7,LAKE UNION,47.62237,-122.33805,1929,1,2,58320,0,58320,Retail Store,Retail Store,72072.0,,,,,,96.0,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0.0,361803.0,687945.0,Compliant,,39.06,0.67,94,1.2358024691358025,,,Low,Very_old,1049748.0,0.9999994046193678,0.0,0.34,0.66
100,NonResidential,Large Office,City Place III - SEDO,551 Boren Ave. North,Seattle,WA,98109.0,1983200325,7,LAKE UNION,47.62424,-122.33646,2010,1,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,,96.0,48.0,48.40000153,144.0,144.3999939,13795954.0,13909270.0,0.0,12871091.0,924861.0,Compliant,,138.85,0.44,13,0.8277617244061131,0.47651957281872614,0.04786188058399145,,Brand_new,13795952.0,0.9999998550299602,0.0,0.93,0.07
102,NonResidential,Hotel,Residence Inn Seattle - Lake Union,800 Fairview Ave. N,Seattle,WA,98109.0,1984200065,3,LAKE UNION,47.62642,-122.33325,1990,1,7,282863,44766,238097,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,,,37.0,82.5,85.59999847,184.0,189.1999969,19459304.0,20194606.0,0.0,10980652.0,8478651.0,Compliant,,526.85,1.86,33,0.8335766784627187,0.18219774236998124,,Medium,Modern,19459303.0,0.9999999486107005,0.0,0.56,0.44
103,Nonresidential COS,Other,Key Arena,334 1st Ave. N,Seattle,WA,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1,1,389000,0,389000,Other,Other,368000.0,,,,,,,64.30000305,64.5,151.6000061,152.1000061,23658978.0,23736924.0,6093150.0,14419146.0,688680.0,Compliant,,607.41,1.56,61,0.9460154241645244,,,Low,Old,21200976.0,0.8961070085106804,0.26,0.61,0.03
104,Nonresidential COS,Other,Bagley Wright Theatre,151 Mercer St.,Seattle,WA,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1,1,91213,0,91213,Other,Other,65000.0,,,,,,,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881.0,4120130.0,3754115.0,0.0,Compliant,,344.2,3.77,61,0.7126177189654983,,,Low,Old,7874245.0,0.9672146662718825,0.51,0.46,0.0
106,Nonresidential COS,Other,Armory,305 Harrison St.,Seattle,WA,98109.0,1985200305,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1,5,396085,0,396085,Other,Other,278500.0,,,,,,,75.19999695,76.30000305,138.1000061,140.0,20955026.0,21257836.0,9763690.0,7252325.0,0.0,Compliant,,804.2,2.03,85,0.7031319035055607,,,,Old,17016015.0,0.812025477801841,0.47,0.35,0.0
107,NonResidential,Large Office,City Place IV - SEDO,333 Boren Ave. N.,Seattle,WA,98109.0,1986200410,7,LAKE UNION,47.62112,-122.33629,2010,1,12,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,,91.0,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,32206199.0,7399685.0,Compliant,,617.52,1.08,13,1.048084378702989,0.5438180102882927,0.04586324166986097,Medium,Brand_new,39605884.0,0.9999998990049156,0.0,0.81,0.19
110,Nonresidential COS,Other,Exhibition Hall,225 Mercer St.,Seattle,WA,98109.0,1988200440,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1,2,52000,0,52000,Other,Other,52000.0,,,,,,,52.40000153,51.59999847,110.4000015,109.5,2726369.0,2682242.75,1202380.0,1293349.0,0.0,Compliant,,101.83,1.96,61,1.0,,,Low,Old,2495729.0,0.9154039676947617,0.44,0.47,0.0
111,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,Seattle,WA,98109.0,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1,1,60696,0,60696,Other,Other,108000.0,,,,,,,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0.0,875943.0,0.0,Compliant,,6.11,0.1,95,1.7793594306049823,,,Low,Very_old,875943.0,0.9999996432417537,0.0,1.0,0.0
112,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,Seattle,WA,98109.0,1988200700,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1,2,262048,0,262048,Other,Other,296000.0,,,,,,,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,13512686.0,0.0,Compliant,,490.73,1.87,95,1.129564049334473,,,Low,Very_old,18649906.0,0.899950915030308,0.25,0.65,0.0
114,NonResidential,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,Seattle,WA,98109.0,1988201155,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,1,6,920598,303707,616891,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,,93.0,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,38105108.0,0.0,27597261.0,9069780.0,Compliant,,674.09,0.73,13,0.7925109548358784,0.20097154241047666,0.0065175027536449135,Medium,Brand_new,36667041.0,0.9999999181826602,0.0,0.75,0.25
115,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,Seattle,WA,98033.0,1989200850,7,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1,4,76213,25930,50283,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,,68.0,68.19999695,71.59999847,192.3999939,196.0,3476212.5,3647345.75,0.0,2944692.0,531520.0,Compliant,,48.76,0.64,53,0.6369779433954837,0.28150053140540326,0.03156941729101334,Low,Old,3476212.0,0.9999998561652949,0.0,0.85,0.15
116,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,Seattle,WA,98109.0,1989201125,7,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1,6,96910,36934,59976,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,,56.0,86.0,87.90000153,182.1999969,188.3999939,5155568.5,5274523.0,0.0,2637011.0,2518558.0,Compliant,,152.14,1.57,21,0.6188835001547828,0.3811164998452172,,Medium,,5155569.0,1.0000000969825151,0.0,0.51,0.49
117,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,Seattle,WA,98105.0,1142001871,4,NORTHEAST,47.65772,-122.31756,1962,2,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,,53.0,108.9000015,110.5,203.3000031,205.8000031,5448975.0,5528580.5,0.0,2128306.0,3320669.0,Compliant,,191.2,3.82,61,1.0,0.0,,Low,Old,5448975.0,1.0,0.0,0.39,0.61
119,NonResidential,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,Seattle,WA,98112.0,1336800825,3,EAST,47.62548,-122.30828,1923,1,3,67743,0,67743,K-12 School,K-12 School,67743.0,,,,,,34.0,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,3036464.0,0.0,1337786.0,1309093.0,Compliant,,78.85,1.16,100,1.0,,,Low,Very_old,2646879.0,1.0,0.0,0.51,0.49
120,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,Seattle,WA,98112.0,1338800660,3,EAST,47.62644,-122.30429,1908,1,6,194104,0,194104,K-12 School,K-12 School,194104.0,,,,,,100.0,32.0,37.09999847,54.0,60.09999847,6219841.5,7204080.0,0.0,1887893.0,4331949.0,Compliant,,243.23,1.25,115,1.0,,,Medium,Very_old,6219842.0,1.0000000803879006,0.0,0.3,0.7
121,NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,Seattle,WA,98144.0,1498303116,3,SOUTHEAST,47.58408,-122.30125,2003,1,3,99433,35752,63681,"Office, Parking",Office,63681.0,Parking,35752.0,,,,63.0,76.90000153,78.19999695,241.5,245.6000061,4897760.0,4980737.5,0.0,4897760.0,0.0,Compliant,,34.14,0.34,20,0.6404413021833798,0.35955869781662025,,Low,Brand_new,4897760.0,1.0,0.0,1.0,0.0
131,NonResidential,Other,Lakeview,1208 NE 64th st,Seattle,WA,98115.0,1797500625,4,NORTHEAST,47.67524,-122.31534,1941,1,4,56521,0,56521,Other,Other,49000.0,,,,,,,129.6999969,129.8999939,407.3999939,408.0,6357632.0,6367210.0,0.0,6357631.0,0.0,Compliant,,44.32,0.78,82,0.8669344137577184,,,Low,Old,6357631.0,0.9999998427087318,0.0,1.0,0.0
132,NonResidential,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,Seattle,WA,98115.0,1797500715,4,NORTHEAST,47.67559,-122.31769,1929,1,2,206934,0,206934,"Other, Parking",Other,119146.0,Parking,0.0,,,,,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0.0,2001103.0,2252474.0,Compliant,,133.58,0.65,94,0.5757681193037394,0.0,,Low,Very_old,4253577.0,0.999999882451889,0.0,0.47,0.53
136,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,Seattle,WA,98133.0,1926049012,5,NORTHWEST,47.73141,-122.3458,2001,1,4,51390,0,51390,"Hotel, Parking",Hotel,51390.0,Parking,0.0,,,,89.0,70.30000305,70.40000153,130.6999969,130.8999939,3611538.0,3616214.0,0.0,1398289.0,2213249.0,Compliant,,127.29,2.48,22,1.0,0.0,,Low,Modern,3611538.0,1.0,0.0,0.39,0.61
138,SPS-District K-12,K-12 School,Ingraham High,1819 N. 135th St.,Seattle,WA,98133.0,1926049321,5,NORTHWEST,47.7257,-122.33684,1959,1,1,245587,0,245587,K-12 School,K-12 School,245587.0,,,,,,92.0,47.90000153,52.40000153,83.69999695,89.09999847,11765682.0,12870916.0,0.0,3926011.0,7839670.0,Compliant,,443.73,1.81,64,1.0,,,Low,Old,11765681.0,0.9999999150070519,0.0,0.33,0.67
139,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,Seattle,WA,98133.0,1926049434,5,NORTHWEST,47.72551,-122.3423,2002,1,3,69138,0,69138,Hotel,Hotel,70609.0,,,,,,78.0,45.90000153,47.09999847,101.5999985,104.6999969,3242458.0,3323400.5,0.0,1802889.0,1439568.0,Compliant,,89.02,1.29,21,1.0212762880037027,,,Low,,3242457.0,0.999999691591996,0.0,0.56,0.44
144,NonResidential,Hotel,Alexis Hotel,1007 First Ave.,Seattle,WA,98104.0,1974600035,7,DOWNTOWN,47.6048,-122.3368,1904,1,5,190980,0,190980,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,,,,98.0,34.09999847,34.09999847,84.0,84.0,6505995.0,6505995.0,0.0,4402910.0,2103084.0,Compliant,,142.39,0.75,119,1.0,0.09975390093203476,,,Very_old,6505994.0,0.9999998462956089,0.0,0.68,0.32
145,Nonresidential COS,Other,Benaroya Hall,200 University Street,Seattle,WA,98111.0,1974700025,7,DOWNTOWN,47.60804,-122.3367,1998,1,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,,,,,,,77.19999695,78.40000153,192.5,192.0,14641502.0,14881950.0,4311136.0,9803021.0,527343.0,Compliant,,429.12,1.51,25,0.6678986272439282,,,Medium,Modern,14641500.0,0.9999998634019925,0.29,0.67,0.04
147,NonResidential,Hospital,Swedish Ballard,5300 Tallman Ave NW,Seattle,WA,98107.0,2767703875,6,BALLARD,47.66737,-122.37956,1954,4,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,,,14.0,225.0,157.3000031,479.5,251.8000031,68090728.0,47602720.0,0.0,35237205.0,32853512.0,Compliant,,1990.5,6.98,69,1.0607290429077605,0.5217237403314724,,,Old,68090717.0,0.9999998384508387,0.0,0.52,0.48
163,Nonresidential COS,Other,Fire Station 10/FAC/EOC,105 5th Ave S,Seattle,WA,98104.0,5247801465,2,DOWNTOWN,47.60112,-122.32785,2006,1,4,61156,0,61156,"Office, Other",Other,42755.0,Office,29219.0,,,,,130.1000061,132.6999969,338.2999878,337.1000061,9363374.0,9550716.0,0.0,6947270.0,2416104.0,Compliant,,176.75,2.89,17,0.6991137419059454,0.47777814114723005,,Low,Brand_new,9363374.0,1.0,0.0,0.74,0.26
167,NonResidential,Other,Wing Luke Museum,719 South King Street,Seattle,WA,98104.0,5247802715,2,DOWNTOWN,47.59809,-122.32283,1910,1,4,72820,13820,59000,Museum,Museum,58000.0,,,,,,,34.70000076,36.09999847,83.69999695,85.19999695,2010454.625,2095175.25,0.0,1311669.0,698785.0,Compliant,,46.26,0.64,113,0.7964844822850865,,,Low,Very_old,2010454.0,0.9999996891250406,0.0,0.65,0.35
168,NonResidential,Hotel,Hampton Inn Seattle Center,700 5th Ave N.,Seattle,WA,98109.0,5458300285,7,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1996,1,4,162222,14200,148022,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,,,,76.0,69.90000153,70.5,150.5,151.1999969,7946961.0,8016521.0,0.0,4197462.0,3749499.0,Compliant,,228.4,1.41,27,0.700903699868082,0.20152630346068967,,Low,Modern,7946961.0,1.0,0.0,0.53,0.47
170,NonResidential,University,SCCC FINE ARTS BUILDING,801 E PINE ST,Seattle,WA,98122.0,6003000470,3,EAST,47.61495,-122.32177,1915,1,3,63330,0,63330,College/University,College/University,64820.0,,,,,,,47.20000076,50.70000076,111.1999969,116.0,3059758.0,3284214.5,0.0,1911064.0,1148694.0,Compliant,,74.33,1.17,108,1.0235275540817939,,,Low,Very_old,3059758.0,1.0,0.0,0.62,0.38
172,Campus,University,SSCC MAIN CAMPUS,6000 16th Ave SW,Seattle,WA,98106.0,6171900005,1,DELRIDGE,47.547,-122.35307,1970,27,2,441071,0,441071,College/University,College/University,483000.0,,,,,,,79.30000305,85.19999695,192.8000031,202.6000061,38301744.0,41151732.0,0.0,25314575.0,12987166.0,Compliant,,866.23,1.96,53,1.095061792772592,,,Low,Old,38301741.0,0.9999999216745848,0.0,0.66,0.34
173,NonResidential,Small- and Mid-Sized Office,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices,6901Sand Point Way NE,Seattle,WA,98115.0,6418100005,4,NORTHEAST,47.67828,-122.26456,2002,1,2,96300,0,96300,"Data Center, Office",Office,92300.0,Data Center,4944.0,,,,,167.8000031,167.3999939,476.5,471.1000061,16319835.0,16274449.0,0.0,13973696.0,2346137.0,Compliant,,222.02,2.31,21,0.9584631360332295,0.05133956386292835,,Low,,16319833.0,0.9999998774497414,0.0,0.86,0.14
174,Nonresidential COS,Other,CSC Vehicle Maintenance (E),805 S Charles St,Seattle,WA,98134.0,6834700175,2,GREATER DUWAMISH,47.59545,-122.32146,1950,1,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,,,,,,109.4000015,118.3000031,242.6999969,252.1000061,7475577.5,8086930.5,0.0,4182001.0,3293576.0,Compliant,,204.08,3.03,73,1.014891026783063,,,Low,Old,7475577.0,0.9999999331155353,0.0,0.56,0.44
179,NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,3800 S Othello St,Seattle,WA,98118.0,7378600265,2,GREATER DUWAMISH,47.53827,-122.28406,1958,1,1,54765,0,54765,"Office, Other",Office,25765.0,Other,25000.0,,,,,83.80000305,88.69999695,234.8999939,243.5,4253369.5,4503671.5,0.0,3569337.0,684032.0,Compliant,,61.21,1.12,65,0.4704647128640555,0.45649593718615905,,Low,Old,4253369.0,0.9999998824461407,0.0,0.84,0.16
180,NonResidential,Other,Hope Place,3802 S Othello St,Seattle,WA,98118.0,7378600265,2,GREATER DUWAMISH,47.53722,-122.284,2009,1,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,,,21.89999962,25.0,24.60000038,27.89999962,1950092.5,2220796.5,0.0,67462.0,1882631.0,Compliant,,100.46,1.12,14,0.5175070417831019,0.4223733870698389,0.05097916968192293,,Brand_new,1950093.0,1.0000002563980939,0.0,0.03,0.97
182,NonResidential,University,Otto Miller Hall,3469 3rd Ave. W,Seattle,WA,98119.0,7443000070,7,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1980,1,2,52611,0,52611,College/University,College/University,52611.0,,,,,,,78.30000305,83.40000153,180.6999969,186.1000061,4116871.5,4390158.0,0.0,2479273.0,1637598.0,Compliant,,104.26,1.98,43,1.0,,,Low,Modern,4116871.0,0.9999998785485532,0.0,0.6,0.4
183,NonResidential,Residence Hall,Emerson Hall,500 W. Emerson,Seattle,WA,98119.0,7443000375,7,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,2001,1,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,,,,,,89.0,32.79999924,35.40000153,70.19999695,74.69999695,4448582.5,4800620.5,0.0,2316298.0,2132284.0,Compliant,,129.39,0.93,22,0.9707736389684813,,,Low,Modern,4448582.0,0.9999998876046471,0.0,0.52,0.48
185,SPS-District K-12,K-12 School,Nathan Hale High,17050 30th Ave. N.E.,Seattle,WA,98125.0,2826049152,5,NORTH,47.70763,-122.29453,2011,1,2,236758,0,236758,"K-12 School, Parking",K-12 School,238550.0,Parking,0.0,,,2016,96.0,35.0,38.90000153,78.69999695,84.40000153,8355988.5,9287467.0,0.0,4789948.0,3566039.0,Compliant,,222.78,0.94,12,1.0075689100262715,0.0,,Low,Brand_new,8355987.0,0.9999998204880248,0.0,0.57,0.43
187,NonResidential,Other,Youth Services Center,1211 E Alder Street,Seattle,WA,98122.0,2908700085,3,CENTRAL,47.60462,-122.31549,1971,3,6,250981,0,250981,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,,,,,60.5,65.69999695,145.6000061,151.8000031,13071700.0,14196194.0,4336524.5,8155002.0,580172.0,Compliant,,422.39,1.68,52,0.5481092194229842,0.3122029157585634,,Medium,Old,13071698.5,0.9999998852482844,0.33,0.62,0.04
338,NonResidential,Other,Jack R. McDonald Building,1900 9th Ave.,Seattle,WA,98101.0,0660001215,7,DOWNTOWN,47.61598,-122.33448,2004,1,11,299070,68432,230638,Other,Other,250000.0,,,,,,,261.2999878,264.0,530.7000122,532.2999878,65336980.0,66000296.0,0.0,30651644.0,34685331.0,Compliant,,2055.82,6.87,19,0.8359246999030328,,,Medium,Brand_new,65336975.0,0.9999999234736592,0.0,0.47,0.53
190,NonResidential,Small- and Mid-Sized Office,Emerald Services,7343 E Marginal Way S,Seattle,WA,98108.0,2924049043,2,GREATER DUWAMISH,47.536,-122.31768,2007,1,3,64015,0,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,,21.0,60.0,62.5,165.8000031,168.3999939,3242077.75,3375016.25,0.0,2657382.0,584696.0,Compliant,,49.58,0.77,16,0.46864016246192297,0.23432008123096149,0.14082636881980787,Low,Brand_new,3242078.0,1.000000077111044,0.0,0.82,0.18
194,NonResidential,Retail Store,Northgate Mall,401 Northgate Way,Seattle,WA,98125.0,2926049025,5,NORTH,47.70759,-122.3255,1951,1,1,530039,0,530039,"Restaurant, Retail Store",Retail Store,505103.0,Restaurant,24936.0,,,,98.0,52.29999924,54.29999924,118.9000015,121.0,27717034.0,28763498.0,0.0,16224529.0,11492503.0,Compliant,,723.47,1.36,72,0.9529544052418785,0.047045594758121576,,Low,Old,27717032.0,0.999999927842207,0.0,0.59,0.41
195,NonResidential,Other,Seattle-Northgate,10631 8th Ave NE,Seattle,WA,98125.0,2926049409,5,NORTH,47.7066,-122.321,1964,1,3,54224,0,54224,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,,,,,,,154.5,163.1000061,311.0,321.0,7265178.0,7668810.0,0.0,3344827.0,3920350.0,Compliant,,231.53,4.27,59,0.8669961640601948,,,Low,Old,7265177.0,0.9999998623571232,0.0,0.46,0.54
197,NonResidential,Retail Store,Nordstrom Northgate 002,401 NE Northgate Way,Seattle,WA,98125.0,2926049528,5,NORTH,47.70619,-122.32586,1965,1,4,124342,0,124342,Retail Store,Retail Store,122000.0,,,,,,76.0,71.90000153,71.59999847,223.6999969,222.1000061,8765978.0,8729918.0,0.0,8653621.0,112356.0,Compliant,,66.3,0.53,58,0.9811648517797688,,,Low,Old,8765977.0,0.9999998859225976,0.0,0.99,0.01
198,NonResidential,Hospital,Seattle Children's Hospital Main Campus,4800 Sand Point Way NE,Seattle,WA,98105.0,2982800005,4,NORTHEAST,47.66231,-122.28146,1953,6,10,879000,0,879000,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,,,,,,10.0,288.7999878,293.2000122,578.2000122,576.5999756,253832464.0,257764208.0,0.0,115641210.0,138191238.0,Compliant,,8145.52,9.27,70,1.0,,,Medium,Old,253832448.0,0.9999999369662976,0.0,0.46,0.54
200,NonResidential,Other,Verity Credit Union,11027 Meridian N #102,Seattle,WA,98133.0,3026049024,5,NORTHWEST,47.70956,-122.3345,1996,1,3,55442,0,55442,"Financial Office, Medical Office, Parking",Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,,72.0,85.59999847,88.90000153,194.1000061,197.6000061,3191228.25,3313397.0,0.0,1859345.0,1331883.0,Compliant,,83.7,1.51,27,0.5165037336315429,0.2774972042855597,0.15591068143284875,Low,Modern,3191228.0,0.9999999216602573,0.0,0.58,0.42
209,NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,Seattle,WA,98122.0,3225049002,3,EAST,47.61233,-122.3171,1910,1,5,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521.0,,,,,,,16.20000076,18.89999962,28.79999924,31.70000076,1381590.125,1617801.25,0.0,482635.0,898955.0,Compliant,,51.11,0.6,113,1.0076705549664193,,,,Very_old,1381590.0,0.9999999095245415,0.0,0.35,0.65
211,Campus,University,NSCC MAIN CAMPUS,9600 COLLEGE WAY N,Seattle,WA,98103.0,3226049021,5,NORTHWEST,47.69936,-122.33401,1970,11,2,694072,111625,582447,College/University,College/University,667335.0,,,,,,,53.79999924,56.09999847,161.1999969,167.0,35891484.0,37410800.0,0.0,33450832.0,2440648.0,Compliant,,362.82,0.52,53,0.9614780599130925,,,Low,Old,35891480.0,0.9999998885529503,0.0,0.93,0.07
215,NonResidential,Warehouse,Rainier Bottling Plant,5628 Airport Way South,Seattle,WA,98108.0,3466800065,2,GREATER DUWAMISH,47.55152,-122.31869,1904,1,4,114297,0,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,,,,,,61.0,18.39999962,21.10000038,36.0,39.70000076,2100097.75,2415462.5,0.0,912475.0,1187623.0,Compliant,,69.44,0.61,119,1.0,,,Low,Very_old,2100098.0,1.000000119042078,0.0,0.43,0.57
